IdEstudiante,IdEmprendimiento
1010058363,27
1015478676,27
1020823590,23
1004134975,23
1019152465,23
1020839205,20
1000987241,24
1010104508,24
1003073686,30
1004843702,22
1003313330,22
1001097411,26
1022447524,25
1007786918,29
